"FIPS","PopMean_2010","UrbanRuralStatus_2013","Hispanic_Race_2014","White_Race_2014","Black_Race_2014","Native_Race_2014","Asian_Race_2014","Islander_Race_2014","Others_Race_2014","More_Race_2014","Male_Sex_Sub125","Female_Sex_Sub125","Sub18_Age_Sub125","From18To64_Age_Sub125","Over65and65_Age_Sub125","LessThanHighSchool_Edu_Sub125","HighSchoolGraduate_Edu_Sub125","CollegeDegree_Edu_Sub125","BachelorOrHigher_Edu_Sub125","Yes_Disability_Sub125","No_Disability_Sub125","Fulltime_Work_Sub125","Parttime_Work_Sub125","No_Work_Sub125"
42067,24629,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42069,214402,2,5060.792,29815.797,2280.546,80.025,1395.02,34.992,649.3,957.06,16924.69,22156.16,11379.006,22054.674,5653.032,4886.53,10270.46,5450.528,2214.672,9566.013,29474.107,2769.458,8317.386,11852.648
42071,519800.5,2,17944.794,47427.49,6321.15,206.1,1161.66,11,7166.944,2477.316,32834.364,40021.434,25011.514,39620.802,8437.176,12598.998,15645.049,7018.726,3151.734,13802.16,59085.26,6497.595,15100.975,19983.957
42073,91038,3,233.909,14038.431,1893.714,0,39.072,4,146.109,499.488,7178.951,9583.509,5526.9,9064.508,2181.543,2149.875,5118.693,1996.44,626.688,3777.02,13039.95,1259.594,2865.4,5714.076
42075,133628,2,5093.622,12943.595,860.52,0,92.82,NA,3474.17,908.068,8457.098,10907.136,6804.3,10061.696,2489.19,3246.374,4482.912,2102.1,528.612,4003.548,15303.552,1288.29,4508.16,4876.734
42077,349801.5,2,29360.005,24161.725,7452.075,210.916,1294.958,0,11818.232,3500.658,27628.096,34652.996,22219.175,33859.209,6285.074,10045.86,11849.85,7655.13,3568.596,14349.272,47899.593,4934.732,13480.691,17630.313
42079,320856.5,2,12291.138,46046.025,5217.706,711.45,628.8,60.024,3249.84,2169.927,28918.848,36044.976,21795.24,34543.964,8554.408,8443.962,16019.064,8220.996,3035.466,14984.16,49965.696,4432.56,13219.71,19047.901
42081,116127,2,660.446,17755.83,2202.283,5.004,92.71,19.008,380.9,714.015,9244.536,12001.548,6376.792,12212.046,2731.368,2712.384,5691.175,2461.991,771.9,4841.28,16407.33,1584.405,5054.07,6093.782
42083,43403,8,171.784,8321.79,39.984,21,16,NA,10.02,212.914,4006.408,4721.62,2698.326,5156.476,866.078,1091.565,2538.28,1101.983,328.801,2624.05,6077.364,622.024,1725.976,3053.2
42085,116598,2,471.5,17031.258,2618.805,10,242.218,0,234.166,757.588,9146.55,12028.726,7184.56,11521.693,2511.84,2948.04,5732.987,2620.845,737.955,5410.475,15831.2,1705.05,4067.928,6310.464
42087,46674,5,250.98,10158.44,145.866,10.005,0,0,5.016,221.76,4651.86,6074.47,3773.224,5642.49,1322.226,2044.896,2965.528,620.509,376.554,2709.627,8031.196,917.604,1649.352,3469.252
42089,169869,2,5698.296,18152.394,3573.684,86.292,397.306,32.98,775.2,1118.207,12913.34,15182.804,8447.4,16827.2,2820.636,3278.925,6514.558,4481.744,1357.46,5277.072,22765.44,1620.069,7776.48,8941.248
42091,800463,1,8473.68,40836.972,12385.758,200.87,5022.651,0,1714.075,2165.373,29507.401,39005.088,18118.39,39620.826,11130.16,7573.44,15071.247,9670.83,9335.808,12972.396,55747.692,5623.02,16431.72,19859.12
42093,18276.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42095,297918,2,11124.932,20685.33,4102.651,440.248,785.884,0,2391.131,2485.823,16064.766,20935.202,10811.808,21434.04,4865.411,5415.172,8394.638,5370.405,2000.34,8347.136,28870.29,2576.097,8799.661,11306.514
42097,94447,5,946.832,16158.976,242.802,63.96,21.093,60,283.028,236.313,8177.323,9386.54,5378.912,9475.344,2719.129,2534.112,5284.96,1884.766,736.288,4169.739,13379.37,1418.25,3243.24,5323.829
42099,45982,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42101,NA,1,98529.798,104451.346,249565.566,2420.461,35808.316,593.304,45654.112,15605.637,218825.148,272920.641,151049.267,295967.852,44984.544,85659.098,100466.856,52180.359,26370.257,107727.213,384470.624,27258.465,86551.53,198727.1
42103,57349,1,1109.516,5726.94,276.548,28.032,198.101,0,152.07,220.935,3030.854,4444.984,2177.635,4325.248,960.596,843.3,1860.051,1362.312,553.02,1790.757,5646.669,525.98,1441.935,2642.39
42105,17460.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42107,148258.5,5,1744.641,22429.342,704.196,64.99,282.846,0,410.476,500.588,11325.348,14299.782,7354.564,14359.8,3870.573,3796.656,7590.165,3330.232,934.619,6882.68,18773.362,1461.83,5213.56,8271.72
42109,39715.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42111,77684,3,153.846,12274.869,117.943,3.008,107.93,0,3.99,126.94,5197.235,7546.192,3757.744,6459.474,2564.1,2142.315,4098.355,1322.98,538.135,3366.99,9399.665,929.796,2385.369,3457.454
42113,6419.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42115,43316.5,7,235.206,7117.47,29.032,57.996,23,NA,6.984,112.976,3366.664,4163.478,2165.096,4292.262,1067.464,1111.788,2315.964,967.168,287.84,1936.531,5601.28,622.594,1464.206,2431.742
42117,41994.5,6,149.872,7897,23.016,37.008,46.08,0,2.002,318.936,3845.394,4606.875,2299.206,4891.986,1269.18,1054.575,2269.26,1153.95,400.653,2113.389,6338.1,817.674,1837.346,2414.524
42119,44955.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42121,54954.5,3,206.23,10211.486,95.887,11,61.028,0,27.027,438.425,4808.15,6186.552,3722.67,6080.108,1187.76,1531.072,3169.106,1279.32,270.952,2832.48,8159.98,787.95,2326.268,3185.7
42123,41791,5,126.096,6720.3,51.992,68.04,45.925,NA,20.017,93.912,3148.635,3932.37,2109.888,4030.785,943.8,809.919,2214.54,912.291,342.736,1937.796,5144.45,557.26,1349.767,2339.064
42125,207847.5,1,561.26,25228.637,1842.722,41,273.336,NA,108.78,1460.844,12792.285,16549.674,7419.42,17307.132,4650.486,4113.086,8560.468,3563.208,1565.96,7747.74,21670.125,1878.069,6895.665,9328.848
42127,52858.5,4,298.48,7791.444,152.22,5.989,20.995,0,59.052,102.816,3595.668,4724.188,2357.628,4722.786,1244.6,1222.106,2435.67,1221.264,471.681,2396.108,5925.283,468.72,1606.375,2933.469
42129,365090.5,1,960.388,44740.003,3428.18,60.828,572.141,0,145.827,2100.384,21536.625,30085.44,14532.203,28787.717,8316.84,5782.952,15217.65,8061.168,2689.167,13857.476,37854.25,3922.614,11184.777,15092.616
42131,28271,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42133,435231,2,10572.241,38994.432,7411.16,83.145,695.508,8,3691.611,3431.28,25363.92,34172.777,20077.68,32840.631,6806.27,9010.16,15038.103,6319.71,2230.8,14199.107,45342.572,4128.32,13218.084,17525.992
44001,49864,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44003,166130.5,1,1097.628,16300.13,203.04,31.93,704.365,0,80.325,617.792,7763.658,11140.932,4646.213,11328.876,2938.208,3013.78,4200.094,3537.504,1182.027,5232.879,13639.655,1096.9,4621.617,6162.546
44005,82870,1,838.598,6501.322,920.271,117.936,62.816,78.016,488.554,495.015,3906.579,5199.36,2114.869,5626.47,1349.151,1239.524,1854.168,1222.49,1151.82,2102.247,6894.2,821.376,2347.5,2659.268
44007,626868.5,1,54568.57,56768.596,21343.77,1459.61,5569.803,142.016,24723.6,6614.482,62629.5,77873,44277.345,81454.59,14750.64,26516.724,24381.344,17889.63,7141.81,28623.699,111988.125,9408.65,29268.811,47452.614
44009,126993.5,1,705.672,11823.77,536.452,432.306,271.323,0,127.224,356.922,6368.976,7793.1,3189.736,9369.234,1617.68,1406.58,2419.125,1819.188,1291.815,2588.256,11567.021,1053.297,4619.169,3953.469
45001,25376,5,27,3687.385,3360.56,0,1,NA,27,111.935,3336.716,3849.473,2382.087,4080.822,729.122,1495.44,1316.938,1137.006,193.347,1623.419,5573.175,458.518,1303.344,2514.309
45003,160332,2,3092.46,18309.798,14898.492,201.047,174.066,16,2304.59,1241.517,16882.574,20945.87,13410.567,20346.976,4040.54,6114.205,7578.988,5051.76,1271.532,6894.18,30925.575,2820.42,7417.91,11242.752
45005,10385,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45007,187197.5,2,2250.736,27632.556,12459.328,214.935,214.866,5.964,896.98,930.391,19172.008,24187.25,14185.292,24539.011,4711.488,8816.685,8410.996,6076.352,1283.672,9983.82,33402.021,3102.884,8106.128,14589.774
45009,15968,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45011,22625.5,6,283.24,2699.634,4366.208,92.945,102.068,NA,171.991,33.96,3141.102,4366.791,2899.965,3808.57,788.9,1230.75,1464.228,862.466,129.283,1813.136,5678.316,480.93,871.036,2720.43
45013,162611,2,5353.44,9535.856,10129.194,10.998,383.46,14.018,2729.12,706.374,11243.088,14816.56,8897.782,14627.655,2471.436,2992.906,4988.391,4151.88,1925.044,3539.952,22337.433,2425.28,6594.276,6640.772
45015,178313,2,4449.2,16351.758,12516.231,545.305,575.985,0,1494.4,1281.603,15844.266,19255.445,11899.734,20663.3,2557.047,4889.824,7328.861,5426.72,1261.104,5726.388,29156.292,3168.88,7179.796,11341.348
45017,15150.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45019,350845.5,2,7432.536,29255.706,40775.6,147.152,749.822,35.052,875.314,1685.93,34870.032,44851.239,24136.062,49189.368,6451.104,10857.5,11786.625,10579.338,7577.428,11627.82,67877.352,7976.41,21505.318,21395.52
45021,55369.5,5,1086.501,10380.23,4776.252,124.065,93.119,11,171.4,523.18,7478.534,9527.882,5858.685,9352.351,1768.14,3872.288,3346.584,1642.68,272.901,4138.695,12835.584,957.6,2672.435,6223.952
45023,33118,1,107.8,4728.815,5150.15,3.99,0,9,21.996,104.141,4574.472,5502.09,3221.556,5528.6,1317.42,1866.293,2296.378,1237.093,248.454,2056.5,8021.871,813.2,1409.04,3546.942
45025,46699.5,4,918.816,7407.312,7023.552,31.075,27.008,NA,125.048,263.744,7260.998,8397.728,4662.028,9353.52,1618.434,3752.58,2998.04,1756.404,433.468,3072.458,12577.16,1115.132,2440.024,6239.101
45027,34957.5,6,436.267,2934.225,7534.925,6.992,28.994,NA,224.208,206,4854.588,6228.484,3174.138,6410.808,1495.662,2277.828,2511.642,1655.42,315.513,3056.416,8036.584,674.353,1841.526,4241.081
45029,38903,6,296.324,5100.634,6180.03,117.86,5,175.01,148.08,189.849,5172.522,6825.648,3781.26,6881.41,1333.8,2513.949,2554.155,1539.968,232.18,3107.507,8903.436,993.405,2140.11,4072.55
45031,68649,2,272.173,7932.64,11875.494,86.94,38.016,NA,122.106,624.296,8912.772,11918.679,7017.65,11364.084,2464.888,4090.7,4329.216,2517.36,358.337,5377.422,15474.157,1333.563,3666.636,7171.568
45033,32091,6,470.256,4143.81,7311.789,266.254,0,0,434.928,375.782,5254.102,7311.339,4615.119,6721.56,1218.646,2691.022,2710.91,965.055,85.986,2671.248,9888.12,866.239,1804.55,4694.368
45035,137015.5,2,2036.804,10120.44,10824.66,247.698,150.02,0,238.7,998.421,10225.418,13750.128,8576.112,13510.818,1914.948,3365.876,4231.84,3953.654,990.548,4316.217,19624.098,2245.613,4913.97,7523.136
45037,26975.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45039,23923,2,99.875,1576.872,4992.611,NA,0,NA,11.924,343.875,3069,3963.63,2097.657,4253.015,668.84,1608.536,1389.074,1037.023,148.857,1775.758,5255.136,335.543,1019.425,3169.032
45041,136986.5,2,1283.792,11592.8,22642.224,117.038,317.424,NA,245.81,926.976,15592.369,20970.303,12501.697,20167.299,3875.696,6792.324,7736.904,4243.126,1091.272,7956.72,28671.69,3116.652,6479.25,11868.147
45043,60126,5,883.623,6041.042,9394.336,0,40.006,0,694.665,181.929,7158.816,9348.856,5430.033,9137.007,1920.67,2505.942,3878.934,2405.381,537.68,2985.336,13477.626,1666.524,2838.246,5182.732
45045,452042,2,17178.48,45343.012,29842.065,254.88,1520.046,45.1,2175.456,2698.038,42524.076,53313.901,33765.088,53311.16,8814.663,17131.312,17863.452,12208.584,4602.193,15733.081,80043.173,8919.969,18491.76,28868.616
45047,69682,5,2394.618,7684.765,9310.748,1,112.041,0,704.2,610.584,8453.48,11340.84,6861.768,11068.785,1875.475,3860.97,3359.384,2452.8,789.868,3572.998,16207.464,1566.012,4292.398,6119.674
45049,21069.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45051,269860.5,2,7108.556,41541.504,15443.46,208.182,953.127,162.07,3517.701,2114.79,30269.034,36946.063,20197.478,41078.086,6034.625,10000.67,13732.088,10429.764,3459.75,13106.665,54066.213,5846.148,18237.769,18995.911
45053,24858,2,1084.42,2155.134,3973.316,NA,12.012,NA,229.09,169.034,3487.287,3768.688,2618.217,3973.952,663.864,1049.752,1303.21,1111.077,161.28,1062.516,6188.31,676.26,1935.976,1524.965
45055,61774,2,843.03,7330.086,6420.966,40.002,80.92,NA,342.019,234.289,6485.045,8394.218,4797.468,8527.658,1548.36,2575.517,3215.004,1925.992,674.96,2970.05,11881.764,1453.95,2840.201,4813.412
45057,76770.5,1,1749.839,10878.516,8036.631,38.08,9.108,24.021,229.95,295.26,8773.382,12101.14,6936.45,11622.573,2290.887,3701.225,4754.191,2859.167,635.835,3927.646,16937.355,1775.37,3252.384,7382.805
45059,66518.5,2,1546.792,10667.214,6223.635,27.972,76.035,NA,769.53,413.49,8877.484,10022.172,7064.37,10360.79,1454.687,3854.105,3404.954,2004.411,304.584,4460.029,14407.38,1644.868,3181.488,6106.555
45061,19205.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45063,262898.5,2,5873.688,28171.32,13131.432,175.882,746.88,6.968,1908.522,1978.368,21737.722,28089.305,16806.514,28953.448,4095.308,7836.18,9181.354,6952.781,2131.344,8314.64,41640.843,4543.133,11130.894,14931.19
45065,10230.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45067,33031.5,6,423.729,2013.099,9043.05,0,38.025,NA,38.009,219.144,4248.589,7430.292,4080.735,6173.06,1427.67,1703.012,2754.713,1550.566,394.548,2430.693,9242.464,945.5,1631.754,3971.824
45069,28903,5,90.979,3003.018,5860.653,646.548,0,0,5.032,170.962,4309.032,5435.78,3335.47,5343.712,1070.62,1942.654,2504.002,701.28,140.292,2170.255,7576.44,704.781,1536.336,3443.784
45071,37541.5,5,1323.848,3086.16,4070.424,37,0,0,1088.802,177.696,3785.935,4885.659,2951.28,4663.788,1054.532,2131.596,1523.839,921.34,116.87,1469.63,7201.976,663.868,1385.796,2940.501
45073,74316,5,1841.22,14630.616,2186.676,18.997,87.162,NA,469.278,501.84,8658.202,10511.76,5705.845,11249.408,2208.604,3789.616,3736.712,2551.188,561.552,4903.804,14273.558,1603.311,4278.4,5679.882
45075,92423.5,5,1016.234,6026.118,21371.08,266,163.8,16,348.192,482.846,12481.567,16537.818,9393.635,15885.784,3737.781,5181.072,6070.68,3338.349,1126.692,5769.348,23249.92,2370.795,4913.612,9455.264
45077,119220.5,2,1711.2,22106.395,2378.475,123.216,894.24,0,487.056,637.695,13125.294,14642.656,6286.744,18947.544,2579.5,4698.846,4118.478,3181.65,1383.984,5632.242,22153.873,1892.88,9291.17,8187.12
45079,385124.5,2,5155.144,22004.8,49128.657,74.796,1622.448,152.1,2118.102,1885.332,34420.6,44972.185,23393.643,50644.371,5362.144,8977.472,11992.743,11131.568,5296.813,12379.516,66755.22,6483.967,23768.041,22391.712
45081,19900.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45083,284510,2,8154.97,35285.04,21562.632,287.13,1165.563,17.974,2057.12,2356.58,29794.95,38117.905,23202.96,37142.11,7517.556,13312.752,12760.638,7751.632,2745.732,14562.756,53358.3,4859.066,13969.068,20060.088
45085,107513,2,1392.028,6481.749,17153.424,108.088,233.92,NA,292.422,639.4,11146.398,14707.84,9374.464,13688.445,2781.632,4933.21,4877.04,3081.678,892.515,5414.688,20360.428,2084.571,3915.786,8323.608
45087,28914,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45089,34390.5,6,185.055,1875.9,9564.555,5,11.008,NA,NA,165.92,4878.605,6809.733,3594.72,6303.025,1789.536,2175.132,3067.296,1394.752,343.98,2856.448,8838.9,890.79,1644.95,4135.014
45091,226522,1,3230.766,24239.94,12636.392,633.912,417.12,0,721.392,1412.67,18433.8,23857.8,13503.105,24711.21,4066.38,6655.895,7811.779,6147.882,2159.675,7330.304,34981.983,3123.052,10668.78,11898.285
46003,2711.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46005,17403,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46007,3435,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46009,7073.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46011,31984,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46013,36579,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46015,5265,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46017,1923.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46019,10124,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46021,1466,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46023,9136.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46025,3688.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46027,13862.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46029,27229,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46031,4062,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46033,8233,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46035,19518.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46037,5717,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46039,4358,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46041,5318.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46043,2998,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46045,4075,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46047,7102,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46049,2364,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46051,7348,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46053,4269.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46055,1930.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46057,5911.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46059,3434.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46061,3330.5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46063,1252,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46065,17048,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46067,7343,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46069,1418.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46071,3035,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46073,2078,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46075,1009,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46077,5150,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46079,11230,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46081,24145,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46083,45009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46085,3762.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46087,5623,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46089,2456.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46091,4657.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46093,25444,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46095,2049.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46097,2385.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46099,169727.5,2,2293.629,17109.027,3171.07,2719.656,790.5,0,1116.8,1189.65,12454.53,14634.79,9090.664,15280.029,2733.78,3104.214,4872.456,4356.84,1503.99,5280,21795.58,2909.004,6963.18,6203.61
46101,6492,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46103,101148,2,1478.7,11327.297,262.01,4327.003,262.395,0,71.838,1868.73,8366.49,10284.022,6086.912,10611.679,1928.07,1624.86,3331.504,3741.176,1277.364,3796.65,14814.414,2034.002,5581.75,3576.188
46105,2988.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46107,2334,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46109,10171,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46111,2353.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46113,13615,6,94.024,148.195,18,7978.784,NA,NA,0,60.048,3808.948,4408.712,3523.409,4290.121,408.158,1088.199,1020.544,1181.788,261.569,992.251,7226.01,437.184,929.616,3329.01
46115,6412,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46117,2974.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46119,1373.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46121,9635.5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46123,5645,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46125,8350,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46127,14450,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46129,5446,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
